date,asset,target_top_k_next_1m,forward_1m_return,forward_1m_excess_return,forward_1m_rank,universe_forward_1m_return,asset_month_return,asset_id,asset_risk_bucket,asset_group_commodity,asset_group_credit,asset_group_equity_em,asset_group_equity_us,asset_group_rates,asset_group_real_estate,asset_return_21d,asset_return_63d,asset_return_126d,asset_return_252d,asset_rv_21d,asset_rv_63d,asset_rv_126d,asset_downside_rv_63d,asset_drawdown_126d,asset_drawdown_252d,asset_ma_distance_126d,asset_volume_zscore_63d,asset_beta_to_spy_126d,market_qqq_return_21d,market_qqq_return_63d,market_qqq_return_126d,market_qqq_return_252d,market_qqq_rv_21d,market_qqq_downside_rv_21d,market_qqq_rv_63d,market_qqq_downside_rv_63d,market_qqq_rv_126d,market_qqq_downside_rv_126d,market_qqq_drawdown_63d,market_qqq_drawdown_126d,market_qqq_drawdown_252d,market_qqq_ma_distance_63d,market_qqq_ma_distance_126d,market_qqq_ma_distance_200d,market_qqq_volume_zscore_63d,market_iwm_return_21d,market_iwm_return_63d,market_iwm_return_126d,market_iwm_return_252d,market_iwm_rv_21d,market_iwm_downside_rv_21d,market_iwm_rv_63d,market_iwm_downside_rv_63d,market_iwm_rv_126d,market_iwm_downside_rv_126d,market_iwm_drawdown_63d,market_iwm_drawdown_126d,market_iwm_drawdown_252d,market_iwm_ma_distance_63d,market_iwm_ma_distance_126d,market_iwm_ma_distance_200d,market_iwm_volume_zscore_63d,market_tlt_return_21d,market_tlt_return_63d,market_tlt_return_126d,market_tlt_return_252d,market_tlt_rv_21d,market_tlt_downside_rv_21d,market_tlt_rv_63d,market_tlt_downside_rv_63d,market_tlt_rv_126d,market_tlt_downside_rv_126d,market_tlt_drawdown_63d,market_tlt_drawdown_126d,market_tlt_drawdown_252d,market_tlt_ma_distance_63d,market_tlt_ma_distance_126d,market_tlt_ma_distance_200d,market_tlt_volume_zscore_63d,market_ief_return_21d,market_ief_return_63d,market_ief_return_126d,market_ief_return_252d,market_ief_rv_21d,market_ief_downside_rv_21d,market_ief_rv_63d,market_ief_downside_rv_63d,market_ief_rv_126d,market_ief_downside_rv_126d,market_ief_drawdown_63d,market_ief_drawdown_126d,market_ief_drawdown_252d,market_ief_ma_distance_63d,market_ief_ma_distance_126d,market_ief_ma_distance_200d,market_ief_volume_zscore_63d,market_gld_return_21d,market_gld_return_63d,market_gld_return_126d,market_gld_return_252d,market_gld_rv_21d,market_gld_downside_rv_21d,market_gld_rv_63d,market_gld_downside_rv_63d,market_gld_rv_126d,market_gld_downside_rv_126d,market_gld_drawdown_63d,market_gld_drawdown_126d,market_gld_drawdown_252d,market_gld_ma_distance_63d,market_gld_ma_distance_126d,market_gld_ma_distance_200d,market_gld_volume_zscore_63d,market_hyg_return_21d,market_hyg_return_63d,market_hyg_return_126d,market_hyg_return_252d,market_hyg_rv_21d,market_hyg_downside_rv_21d,market_hyg_rv_63d,market_hyg_downside_rv_63d,market_hyg_rv_126d,market_hyg_downside_rv_126d,market_hyg_drawdown_63d,market_hyg_drawdown_126d,market_hyg_drawdown_252d,market_hyg_ma_distance_63d,market_hyg_ma_distance_126d,market_hyg_ma_distance_200d,market_hyg_volume_zscore_63d,market_eem_return_21d,market_eem_return_63d,market_eem_return_126d,market_eem_return_252d,market_eem_rv_21d,market_eem_downside_rv_21d,market_eem_rv_63d,market_eem_downside_rv_63d,market_eem_rv_126d,market_eem_downside_rv_126d,market_eem_drawdown_63d,market_eem_drawdown_126d,market_eem_drawdown_252d,market_eem_ma_distance_63d,market_eem_ma_distance_126d,market_eem_ma_distance_200d,market_eem_volume_zscore_63d,market_vnq_return_21d,market_vnq_return_63d,market_vnq_return_126d,market_vnq_return_252d,market_vnq_rv_21d,market_vnq_downside_rv_21d,market_vnq_rv_63d,market_vnq_downside_rv_63d,market_vnq_rv_126d,market_vnq_downside_rv_126d,market_vnq_drawdown_63d,market_vnq_drawdown_126d,market_vnq_drawdown_252d,market_vnq_ma_distance_63d,market_vnq_ma_distance_126d,market_vnq_ma_distance_200d,market_vnq_volume_zscore_63d,market_qqq_beta_to_spy_126d,market_iwm_beta_to_spy_126d,market_tlt_beta_to_spy_126d,market_ief_beta_to_spy_126d,market_gld_beta_to_spy_126d,market_hyg_beta_to_spy_126d,market_eem_beta_to_spy_126d,market_vnq_beta_to_spy_126d,market_vix_close,market_vix_change_21d,market_vix_zscore_252d,market_treasury_10y_yield,market_treasury_10y_yield_change_21d,market_treasury_10y_yield_zscore_252d,market_treasury_2y_yield,market_treasury_2y_yield_change_21d,market_treasury_2y_yield_zscore_252d,market_yield_curve_10y_2y,market_yield_curve_10y_2y_change_21d,market_yield_curve_10y_2y_zscore_252d,market_high_yield_oas,market_high_yield_oas_change_21d,market_high_yield_oas_zscore_252d,market_investment_grade_oas,market_investment_grade_oas_change_21d,market_investment_grade_oas_zscore_252d,market_fed_funds_rate,market_fed_funds_rate_change_21d,market_fed_funds_rate_zscore_252d,market_t_bill_3m,market_t_bill_3m_change_21d,market_t_bill_3m_zscore_252d,market_spy_return_21d,market_spy_return_63d,market_spy_return_126d,market_spy_return_252d,market_spy_rv_21d,market_spy_downside_rv_21d,market_spy_rv_63d,market_spy_downside_rv_63d,market_spy_rv_126d,market_spy_downside_rv_126d,market_spy_drawdown_63d,market_spy_drawdown_126d,market_spy_drawdown_252d,market_spy_ma_distance_63d,market_spy_ma_distance_126d,market_spy_ma_distance_200d,market_spy_volume_zscore_63d,month,month_index
2006-02-28,IEF,0,-0.013579076876957474,-0.03011059100339583,7.0,0.016531514126438357,-0.0010351845777618607,4,1,0,0,0,0,1,0,-0.001754587625150239,,,,0.03512202309419197,,,,,,,,,-0.023984676936230853,,,,0.15107443533794537,0.09217136441685557,,,,,,,,,,,,-0.002611151198382289,,,,0.13400301184494576,0.08183877613741589,,,,,,,,,,,,0.012866543484864268,,,,0.06304203471189852,0.02765493162484307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.036683630140539214,,,,0.25010121859757495,0.16230057308430085,,,,,,,,,,,,0.0204911895824178,,,,0.0934937052409399,0.047120229362335536,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,,,,,,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,-0.002411630244629759,,,,0.09849827824047463,0.058532530159096575,,,,,,,,,,,,2006-02,1
2006-02-28,IWM,1,0.04908870312000868,0.032557188993570324,1.0,0.016531514126438357,0.0031789409645941458,2,4,0,0,0,1,0,0,-0.002611151198382289,,,,0.13400301184494576,,,,,,,,,-0.023984676936230853,,,,0.15107443533794537,0.09217136441685557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012866543484864268,,,,0.06304203471189852,0.02765493162484307,,,,,,,,,,,,-0.001754587625150239,,,,0.03512202309419197,0.016685211283471446,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.036683630140539214,,,,0.25010121859757495,0.16230057308430085,,,,,,,,,,,,0.0204911895824178,,,,0.0934937052409399,0.047120229362335536,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,,,,,,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,-0.002411630244629759,,,,0.09849827824047463,0.058532530159096575,,,,,,,,,,,,2006-02,1
2006-02-28,QQQ,0,0.020910958068202312,0.004379443941763955,5.0,0.016531514126438357,-0.02142838245170875,1,4,0,0,0,1,0,0,-0.023984676936230853,,,,0.15107443533794537,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002611151198382289,,,,0.13400301184494576,0.08183877613741589,,,,,,,,,,,,0.012866543484864268,,,,0.06304203471189852,0.02765493162484307,,,,,,,,,,,,-0.001754587625150239,,,,0.03512202309419197,0.016685211283471446,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.036683630140539214,,,,0.25010121859757495,0.16230057308430085,,,,,,,,,,,,0.0204911895824178,,,,0.0934937052409399,0.047120229362335536,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,,,,,,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,-0.002411630244629759,,,,0.09849827824047463,0.058532530159096575,,,,,,,,,,,,2006-02,1
2006-02-28,SPY,0,0.0165040147107971,-2.7499415641257796e-05,6.0,0.016531514126438357,0.0057252737777611085,0,3,0,0,0,1,0,0,-0.002411630244629759,,,,0.09849827824047463,,,,,,,,1.0,-0.023984676936230853,,,,0.15107443533794537,0.09217136441685557,,,,,,,,,,,,-0.002611151198382289,,,,0.13400301184494576,0.08183877613741589,,,,,,,,,,,,0.012866543484864268,,,,0.06304203471189852,0.02765493162484307,,,,,,,,,,,,-0.001754587625150239,,,,0.03512202309419197,0.016685211283471446,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.036683630140539214,,,,0.25010121859757495,0.16230057308430085,,,,,,,,,,,,0.0204911895824178,,,,0.0934937052409399,0.047120229362335536,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,,,,,,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,,,,,,,,,,,,,,,,,,2006-02,1
2006-02-28,TLT,0,-0.045699456125395166,-0.06223097025183352,8.0,0.016531514126438357,0.01107917479194409,3,2,0,0,0,0,1,0,0.012866543484864268,,,,0.06304203471189852,,,,,,,,,-0.023984676936230853,,,,0.15107443533794537,0.09217136441685557,,,,,,,,,,,,-0.002611151198382289,,,,0.13400301184494576,0.08183877613741589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001754587625150239,,,,0.03512202309419197,0.016685211283471446,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.036683630140539214,,,,0.25010121859757495,0.16230057308430085,,,,,,,,,,,,0.0204911895824178,,,,0.0934937052409399,0.047120229362335536,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,,,,,,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,-0.002411630244629759,,,,0.09849827824047463,0.058532530159096575,,,,,,,,,,,,2006-02,1
2006-02-28,VNQ,1,0.04715038296705343,0.03061886884061507,2.0,0.016531514126438357,0.01857918252291424,8,4,0,0,0,0,0,1,0.0204911895824178,,,,0.0934937052409399,,,,,,,,,-0.023984676936230853,,,,0.15107443533794537,0.09217136441685557,,,,,,,,,,,,-0.002611151198382289,,,,0.13400301184494576,0.08183877613741589,,,,,,,,,,,,0.012866543484864268,,,,0.06304203471189852,0.02765493162484307,,,,,,,,,,,,-0.001754587625150239,,,,0.03512202309419197,0.016685211283471446,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.036683630140539214,,,,0.25010121859757495,0.16230057308430085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,,,,,,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,-0.002411630244629759,,,,0.09849827824047463,0.058532530159096575,,,,,,,,,,,,2006-02,1
2006-03-31,EEM,1,0.06515133458362343,0.04872551105025731,2.0,0.01642582353336612,0.021671864651887862,7,4,0,0,1,0,0,0,-0.006622323992294565,,,,0.25292894166142704,,,,,,,,,0.006463419307450202,,,,0.12319827519876701,0.058964454927067894,,,,,,,,,,,,0.03469011737788019,,,,0.14638618023701783,0.0740571544304379,,,,,,,,,,,,-0.03316692360667761,,,,0.07997344703254654,0.04954066625620714,,,,,,,,,,,,-0.007663977765220986,,,,0.048454378011642464,0.024362949749233833,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0423573205253589,,,,0.1766383934678121,0.09284413908955493,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,,,,,,,5.0,0.5,,4.52,0.019999999999999574,,0.007624744876629341,,,,0.07817448180692028,0.038154063283387295,,,,,,,,,,,,2006-03,2
2006-03-31,GLD,1,0.12030977706278279,0.10388395352941666,1.0,0.01642582353336612,0.03620472249591011,5,3,1,0,0,0,0,0,0.023968924135059133,,,,0.18490163761668268,,,,,,,,,0.006463419307450202,,,,0.12319827519876701,0.058964454927067894,,,,,,,,,,,,0.03469011737788019,,,,0.14638618023701783,0.0740571544304379,,,,,,,,,,,,-0.03316692360667761,,,,0.07997344703254654,0.04954066625620714,,,,,,,,,,,,-0.007663977765220986,,,,0.048454378011642464,0.024362949749233833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622323992294565,,,,0.25292894166142704,0.1559693135643269,,,,,,,,,,,,0.0423573205253589,,,,0.1766383934678121,0.09284413908955493,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,,,,,,,5.0,0.5,,4.52,0.019999999999999574,,0.007624744876629341,,,,0.07817448180692028,0.038154063283387295,,,,,,,,,,,,2006-03,2
2006-03-31,IEF,0,-0.006270844845103762,-0.022696668378469884,6.0,0.01642582353336612,-0.013579076876957474,4,1,0,0,0,0,1,0,-0.007663977765220986,,,,0.048454378011642464,,,,,,,,,0.006463419307450202,,,,0.12319827519876701,0.058964454927067894,,,,,,,,,,,,0.03469011737788019,,,,0.14638618023701783,0.0740571544304379,,,,,,,,,,,,-0.03316692360667761,,,,0.07997344703254654,0.04954066625620714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622323992294565,,,,0.25292894166142704,0.1559693135643269,,,,,,,,,,,,0.0423573205253589,,,,0.1766383934678121,0.09284413908955493,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,,,,,,,5.0,0.5,,4.52,0.019999999999999574,,0.007624744876629341,,,,0.07817448180692028,0.038154063283387295,,,,,,,,,,,,2006-03,2
2006-03-31,IWM,0,0.0030277342740279156,-0.013398089259338206,4.0,0.01642582353336612,0.04908870312000868,2,4,0,0,0,1,0,0,0.03469011737788019,,,,0.14638618023701783,,,,,,,,,0.006463419307450202,,,,0.12319827519876701,0.058964454927067894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03316692360667761,,,,0.07997344703254654,0.04954066625620714,,,,,,,,,,,,-0.007663977765220986,,,,0.048454378011642464,0.024362949749233833,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622323992294565,,,,0.25292894166142704,0.1559693135643269,,,,,,,,,,,,0.0423573205253589,,,,0.1766383934678121,0.09284413908955493,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,,,,,,,5.0,0.5,,4.52,0.019999999999999574,,0.007624744876629341,,,,0.07817448180692028,0.038154063283387295,,,,,,,,,,,,2006-03,2
2006-03-31,QQQ,0,-0.0019084294212941,-0.01833425295466022,5.0,0.01642582353336612,0.020910958068202312,1,4,0,0,0,1,0,0,0.006463419307450202,,,,0.12319827519876701,,,,,,,,,,,,,,,,,,,,,,,,,,0.03469011737788019,,,,0.14638618023701783,0.0740571544304379,,,,,,,,,,,,-0.03316692360667761,,,,0.07997344703254654,0.04954066625620714,,,,,,,,,,,,-0.007663977765220986,,,,0.048454378011642464,0.024362949749233833,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622323992294565,,,,0.25292894166142704,0.1559693135643269,,,,,,,,,,,,0.0423573205253589,,,,0.1766383934678121,0.09284413908955493,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,,,,,,,5.0,0.5,,4.52,0.019999999999999574,,0.007624744876629341,,,,0.07817448180692028,0.038154063283387295,,,,,,,,,,,,2006-03,2
2006-03-31,SPY,1,0.01263132996978511,-0.003794493563581011,3.0,0.01642582353336612,0.0165040147107971,0,3,0,0,0,1,0,0,0.007624744876629341,,,,0.07817448180692028,,,,,,,,1.0,0.006463419307450202,,,,0.12319827519876701,0.058964454927067894,,,,,,,,,,,,0.03469011737788019,,,,0.14638618023701783,0.0740571544304379,,,,,,,,,,,,-0.03316692360667761,,,,0.07997344703254654,0.04954066625620714,,,,,,,,,,,,-0.007663977765220986,,,,0.048454378011642464,0.024362949749233833,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622323992294565,,,,0.25292894166142704,0.1559693135643269,,,,,,,,,,,,0.0423573205253589,,,,0.1766383934678121,0.09284413908955493,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,,,,,,,5.0,0.5,,4.52,0.019999999999999574,,,,,,,,,,,,,,,,,,,2006-03,2
2006-03-31,TLT,0,-0.02752364031587662,-0.04394946384924274,7.0,0.01642582353336612,-0.045699456125395166,3,2,0,0,0,0,1,0,-0.03316692360667761,,,,0.07997344703254654,,,,,,,,,0.006463419307450202,,,,0.12319827519876701,0.058964454927067894,,,,,,,,,,,,0.03469011737788019,,,,0.14638618023701783,0.0740571544304379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007663977765220986,,,,0.048454378011642464,0.024362949749233833,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622323992294565,,,,0.25292894166142704,0.1559693135643269,,,,,,,,,,,,0.0423573205253589,,,,0.1766383934678121,0.09284413908955493,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,,,,,,,5.0,0.5,,4.52,0.019999999999999574,,0.007624744876629341,,,,0.07817448180692028,0.038154063283387295,,,,,,,,,,,,2006-03,2
2006-03-31,VNQ,0,-0.03401067304101579,-0.050436496574381914,8.0,0.01642582353336612,0.04715038296705343,8,4,0,0,0,0,0,1,0.0423573205253589,,,,0.1766383934678121,,,,,,,,,0.006463419307450202,,,,0.12319827519876701,0.058964454927067894,,,,,,,,,,,,0.03469011737788019,,,,0.14638618023701783,0.0740571544304379,,,,,,,,,,,,-0.03316692360667761,,,,0.07997344703254654,0.04954066625620714,,,,,,,,,,,,-0.007663977765220986,,,,0.048454378011642464,0.024362949749233833,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622323992294565,,,,0.25292894166142704,0.1559693135643269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,,,,,,,5.0,0.5,,4.52,0.019999999999999574,,0.007624744876629341,,,,0.07817448180692028,0.038154063283387295,,,,,,,,,,,,2006-03,2
2006-04-30,EEM,0,-0.11142715627076383,-0.0721845367680059,8.0,-0.039242619502757925,0.06515133458362343,7,4,0,0,1,0,0,0,0.06893037232454957,0.04831473438680911,,,0.21136207436163224,0.24317685136423894,,0.1399151977539464,,,,-0.9656671984392443,,-0.0016700617887756009,-0.005476867728891444,,,0.12079544848880765,0.06687853537685771,0.13326874597002555,0.07453909419467346,,,-0.020594484217407727,,,0.008045368825953636,,,0.01700948969498465,0.0039527322626264905,0.0495174417575992,,,0.15567407486680704,0.08601815822015602,0.14803282117072153,0.0796084477608063,,,-0.013720081592902167,,,0.03376478381009007,,,0.3506623301509338,-0.034637014515715214,-0.06002468198138877,,,0.07962337457290578,0.06218520311452427,0.07605055806814101,0.04959917507910202,,,-0.07267597499004619,,,-0.04199976881856282,,,-0.12940433900579176,-0.008459425303004475,-0.02148467804310683,,,0.046371642440377274,0.03170258307677862,0.04345383077343717,0.025133764985699233,,,-0.021298503137345937,,,-0.010642905636030875,,,-1.2389856474512906,0.14052911662786904,0.1700520418504443,,,0.32042737349913325,0.17548737310916016,0.2523396951547465,0.14740538077046186,,,0.0,,,0.13923632840229594,,,1.5122664044058338,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045949885048275574,0.03226367153197929,,,0.15446328157366565,0.0930030367172781,0.14362517683201206,0.07862656007533594,,,-0.052918647085189785,,,0.002242328952144046,,,-0.14887877610403102,,,,,,,,,11.59,0.6400000000000006,,5.07,0.2600000000000007,,4.87,0.04999999999999982,,0.2,0.21000000000000002,,,,,,,,4.86,0.16999999999999993,,4.65,0.14000000000000057,,0.011073516024064034,0.026861415666268096,,,0.08281116625781275,0.04506184694334099,0.08723005604081545,0.04794603034656696,,,0.0,,,0.020016992438676606,,,-0.2333400716900983,2006-04,3
2006-04-30,GLD,1,-0.013212367941959902,0.026030251560798023,3.0,-0.039242619502757925,0.12030977706278279,5,3,1,0,0,0,0,0,0.14052911662786904,0.1700520418504443,,,0.32042737349913325,0.2523396951547465,,0.14740538077046186,,,,1.5122664044058338,,-0.0016700617887756009,-0.005476867728891444,,,0.12079544848880765,0.06687853537685771,0.13326874597002555,0.07453909419467346,,,-0.020594484217407727,,,0.008045368825953636,,,0.01700948969498465,0.0039527322626264905,0.0495174417575992,,,0.15567407486680704,0.08601815822015602,0.14803282117072153,0.0796084477608063,,,-0.013720081592902167,,,0.03376478381009007,,,0.3506623301509338,-0.034637014515715214,-0.06002468198138877,,,0.07962337457290578,0.06218520311452427,0.07605055806814101,0.04959917507910202,,,-0.07267597499004619,,,-0.04199976881856282,,,-0.12940433900579176,-0.008459425303004475,-0.02148467804310683,,,0.046371642440377274,0.03170258307677862,0.04345383077343717,0.025133764985699233,,,-0.021298503137345937,,,-0.010642905636030875,,,-1.2389856474512906,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.06893037232454957,0.04831473438680911,,,0.21136207436163224,0.09196990373936945,0.24317685136423894,0.1399151977539464,,,-0.01356409435148076,,,0.06083454622194373,,,-0.9656671984392443,-0.045949885048275574,0.03226367153197929,,,0.15446328157366565,0.0930030367172781,0.14362517683201206,0.07862656007533594,,,-0.052918647085189785,,,0.002242328952144046,,,-0.14887877610403102,,,,,,,,,11.59,0.6400000000000006,,5.07,0.2600000000000007,,4.87,0.04999999999999982,,0.2,0.21000000000000002,,,,,,,,4.86,0.16999999999999993,,4.65,0.14000000000000057,,0.011073516024064034,0.026861415666268096,,,0.08281116625781275,0.04506184694334099,0.08723005604081545,0.04794603034656696,,,0.0,,,0.020016992438676606,,,-0.2333400716900983,2006-04,3
2006-04-30,IEF,1,-0.0010686199257079476,0.03817399957704998,1.0,-0.039242619502757925,-0.006270844845103762,4,1,0,0,0,0,1,0,-0.008459425303004475,-0.02148467804310683,,,0.046371642440377274,0.04345383077343717,,0.025133764985699233,,,,-1.2389856474512906,,-0.0016700617887756009,-0.005476867728891444,,,0.12079544848880765,0.06687853537685771,0.13326874597002555,0.07453909419467346,,,-0.020594484217407727,,,0.008045368825953636,,,0.01700948969498465,0.0039527322626264905,0.0495174417575992,,,0.15567407486680704,0.08601815822015602,0.14803282117072153,0.0796084477608063,,,-0.013720081592902167,,,0.03376478381009007,,,0.3506623301509338,-0.034637014515715214,-0.06002468198138877,,,0.07962337457290578,0.06218520311452427,0.07605055806814101,0.04959917507910202,,,-0.07267597499004619,,,-0.04199976881856282,,,-0.12940433900579176,,,,,,,,,,,,,,,,,,0.14052911662786904,0.1700520418504443,,,0.32042737349913325,0.17548737310916016,0.2523396951547465,0.14740538077046186,,,0.0,,,0.13923632840229594,,,1.5122664044058338,,,,,,0.0,,0.0,,,,,,,,,,0.06893037232454957,0.04831473438680911,,,0.21136207436163224,0.09196990373936945,0.24317685136423894,0.1399151977539464,,,-0.01356409435148076,,,0.06083454622194373,,,-0.9656671984392443,-0.045949885048275574,0.03226367153197929,,,0.15446328157366565,0.0930030367172781,0.14362517683201206,0.07862656007533594,,,-0.052918647085189785,,,0.002242328952144046,,,-0.14887877610403102,,,,,,,,,11.59,0.6400000000000006,,5.07,0.2600000000000007,,4.87,0.04999999999999982,,0.2,0.21000000000000002,,,,,,,,4.86,0.16999999999999993,,4.65,0.14000000000000057,,0.011073516024064034,0.026861415666268096,,,0.08281116625781275,0.04506184694334099,0.08723005604081545,0.04794603034656696,,,0.0,,,0.020016992438676606,,,-0.2333400716900983,2006-04,3
2006-04-30,IWM,0,-0.056824097477930935,-0.01758147797517301,6.0,-0.039242619502757925,0.0030277342740279156,2,4,0,0,0,1,0,0,0.0039527322626264905,0.0495174417575992,,,0.15567407486680704,0.14803282117072153,,0.0796084477608063,,,,0.3506623301509338,,-0.0016700617887756009,-0.005476867728891444,,,0.12079544848880765,0.06687853537685771,0.13326874597002555,0.07453909419467346,,,-0.020594484217407727,,,0.008045368825953636,,,0.01700948969498465,,,,,,,,,,,,,,,,,,-0.034637014515715214,-0.06002468198138877,,,0.07962337457290578,0.06218520311452427,0.07605055806814101,0.04959917507910202,,,-0.07267597499004619,,,-0.04199976881856282,,,-0.12940433900579176,-0.008459425303004475,-0.02148467804310683,,,0.046371642440377274,0.03170258307677862,0.04345383077343717,0.025133764985699233,,,-0.021298503137345937,,,-0.010642905636030875,,,-1.2389856474512906,0.14052911662786904,0.1700520418504443,,,0.32042737349913325,0.17548737310916016,0.2523396951547465,0.14740538077046186,,,0.0,,,0.13923632840229594,,,1.5122664044058338,,,,,,0.0,,0.0,,,,,,,,,,0.06893037232454957,0.04831473438680911,,,0.21136207436163224,0.09196990373936945,0.24317685136423894,0.1399151977539464,,,-0.01356409435148076,,,0.06083454622194373,,,-0.9656671984392443,-0.045949885048275574,0.03226367153197929,,,0.15446328157366565,0.0930030367172781,0.14362517683201206,0.07862656007533594,,,-0.052918647085189785,,,0.002242328952144046,,,-0.14887877610403102,,,,,,,,,11.59,0.6400000000000006,,5.07,0.2600000000000007,,4.87,0.04999999999999982,,0.2,0.21000000000000002,,,,,,,,4.86,0.16999999999999993,,4.65,0.14000000000000057,,0.011073516024064034,0.026861415666268096,,,0.08281116625781275,0.04506184694334099,0.08723005604081545,0.04794603034656696,,,0.0,,,0.020016992438676606,,,-0.2333400716900983,2006-04,3
