date,asset,target_top_k_next_1m,forward_1m_return,forward_1m_excess_return,forward_1m_rank,universe_forward_1m_return,asset_month_return,asset_risk_bucket,asset_is_spy,asset_is_qqq,asset_is_iwm,asset_is_tlt,asset_is_ief,asset_is_gld,asset_is_hyg,asset_is_eem,asset_is_vnq,asset_group_commodity,asset_group_credit,asset_group_equity_em,asset_group_equity_us,asset_group_rates,asset_group_real_estate,asset_return_21d,asset_return_63d,asset_return_126d,asset_return_252d,asset_rv_21d,asset_rv_63d,asset_rv_126d,asset_downside_rv_63d,asset_drawdown_126d,asset_drawdown_252d,asset_ma_distance_126d,asset_volume_zscore_63d,asset_beta_to_spy_126d,market_qqq_return_21d,market_qqq_return_63d,market_qqq_return_126d,market_qqq_return_252d,market_qqq_rv_21d,market_qqq_downside_rv_21d,market_qqq_rv_63d,market_qqq_downside_rv_63d,market_qqq_rv_126d,market_qqq_downside_rv_126d,market_qqq_drawdown_63d,market_qqq_drawdown_126d,market_qqq_drawdown_252d,market_qqq_ma_distance_63d,market_qqq_ma_distance_126d,market_qqq_ma_distance_200d,market_qqq_volume_zscore_63d,market_iwm_return_21d,market_iwm_return_63d,market_iwm_return_126d,market_iwm_return_252d,market_iwm_rv_21d,market_iwm_downside_rv_21d,market_iwm_rv_63d,market_iwm_downside_rv_63d,market_iwm_rv_126d,market_iwm_downside_rv_126d,market_iwm_drawdown_63d,market_iwm_drawdown_126d,market_iwm_drawdown_252d,market_iwm_ma_distance_63d,market_iwm_ma_distance_126d,market_iwm_ma_distance_200d,market_iwm_volume_zscore_63d,market_tlt_return_21d,market_tlt_return_63d,market_tlt_return_126d,market_tlt_return_252d,market_tlt_rv_21d,market_tlt_downside_rv_21d,market_tlt_rv_63d,market_tlt_downside_rv_63d,market_tlt_rv_126d,market_tlt_downside_rv_126d,market_tlt_drawdown_63d,market_tlt_drawdown_126d,market_tlt_drawdown_252d,market_tlt_ma_distance_63d,market_tlt_ma_distance_126d,market_tlt_ma_distance_200d,market_tlt_volume_zscore_63d,market_ief_return_21d,market_ief_return_63d,market_ief_return_126d,market_ief_return_252d,market_ief_rv_21d,market_ief_downside_rv_21d,market_ief_rv_63d,market_ief_downside_rv_63d,market_ief_rv_126d,market_ief_downside_rv_126d,market_ief_drawdown_63d,market_ief_drawdown_126d,market_ief_drawdown_252d,market_ief_ma_distance_63d,market_ief_ma_distance_126d,market_ief_ma_distance_200d,market_ief_volume_zscore_63d,market_gld_return_21d,market_gld_return_63d,market_gld_return_126d,market_gld_return_252d,market_gld_rv_21d,market_gld_downside_rv_21d,market_gld_rv_63d,market_gld_downside_rv_63d,market_gld_rv_126d,market_gld_downside_rv_126d,market_gld_drawdown_63d,market_gld_drawdown_126d,market_gld_drawdown_252d,market_gld_ma_distance_63d,market_gld_ma_distance_126d,market_gld_ma_distance_200d,market_gld_volume_zscore_63d,market_hyg_return_21d,market_hyg_return_63d,market_hyg_return_126d,market_hyg_return_252d,market_hyg_rv_21d,market_hyg_downside_rv_21d,market_hyg_rv_63d,market_hyg_downside_rv_63d,market_hyg_rv_126d,market_hyg_downside_rv_126d,market_hyg_drawdown_63d,market_hyg_drawdown_126d,market_hyg_drawdown_252d,market_hyg_ma_distance_63d,market_hyg_ma_distance_126d,market_hyg_ma_distance_200d,market_hyg_volume_zscore_63d,market_eem_return_21d,market_eem_return_63d,market_eem_return_126d,market_eem_return_252d,market_eem_rv_21d,market_eem_downside_rv_21d,market_eem_rv_63d,market_eem_downside_rv_63d,market_eem_rv_126d,market_eem_downside_rv_126d,market_eem_drawdown_63d,market_eem_drawdown_126d,market_eem_drawdown_252d,market_eem_ma_distance_63d,market_eem_ma_distance_126d,market_eem_ma_distance_200d,market_eem_volume_zscore_63d,market_vnq_return_21d,market_vnq_return_63d,market_vnq_return_126d,market_vnq_return_252d,market_vnq_rv_21d,market_vnq_downside_rv_21d,market_vnq_rv_63d,market_vnq_downside_rv_63d,market_vnq_rv_126d,market_vnq_downside_rv_126d,market_vnq_drawdown_63d,market_vnq_drawdown_126d,market_vnq_drawdown_252d,market_vnq_ma_distance_63d,market_vnq_ma_distance_126d,market_vnq_ma_distance_200d,market_vnq_volume_zscore_63d,market_qqq_beta_to_spy_126d,market_iwm_beta_to_spy_126d,market_tlt_beta_to_spy_126d,market_ief_beta_to_spy_126d,market_gld_beta_to_spy_126d,market_hyg_beta_to_spy_126d,market_eem_beta_to_spy_126d,market_vnq_beta_to_spy_126d,market_vix_close,market_vix_change_21d,market_vix_zscore_252d,market_treasury_10y_yield,market_treasury_10y_yield_change_21d,market_treasury_10y_yield_zscore_252d,market_treasury_2y_yield,market_treasury_2y_yield_change_21d,market_treasury_2y_yield_zscore_252d,market_yield_curve_10y_2y,market_yield_curve_10y_2y_change_21d,market_yield_curve_10y_2y_zscore_252d,market_fed_funds_rate,market_fed_funds_rate_change_21d,market_fed_funds_rate_zscore_252d,market_t_bill_3m,market_t_bill_3m_change_21d,market_t_bill_3m_zscore_252d,market_spy_return_21d,market_spy_return_63d,market_spy_return_126d,market_spy_return_252d,market_spy_rv_21d,market_spy_downside_rv_21d,market_spy_rv_63d,market_spy_downside_rv_63d,market_spy_rv_126d,market_spy_downside_rv_126d,market_spy_drawdown_63d,market_spy_drawdown_126d,market_spy_drawdown_252d,market_spy_ma_distance_63d,market_spy_ma_distance_126d,market_spy_ma_distance_200d,market_spy_volume_zscore_63d,month,month_index
2006-02-28,IEF,0,-0.013578051410000458,-0.030109718640334363,7.0,0.016531667230333905,-0.0010343268137391615,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.001753497155681294,,,,0.03511859769811975,,,,,,,,,-0.023984775285399773,,,,0.15106875766809208,0.09216733432432014,,,,,,,,,,,,-0.0026110131483995103,,,,0.13400231341882002,0.08183740683862625,,,,,,,,,,,,0.01286694912989117,,,,0.0630454260327715,0.027654085269173442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.03668380476390287,,,,0.25010069861423,0.16230077925759784,,,,,,,,,,,,0.02049106182367355,,,,0.09349472771660235,0.04712075212162888,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,-0.0024120602841777306,,,,0.0985002364655652,0.058533110975612125,,,,,,,,,,,,2006-02,1
2006-02-28,IWM,1,0.0490882669526036,0.032556599722269694,1.0,0.016531667230333905,0.003179285403305032,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.0026110131483995103,,,,0.13400231341882002,,,,,,,,,-0.023984775285399773,,,,0.15106875766809208,0.09216733432432014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01286694912989117,,,,0.0630454260327715,0.027654085269173442,,,,,,,,,,,,-0.001753497155681294,,,,0.03511859769811975,0.016684209619119747,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.03668380476390287,,,,0.25010069861423,0.16230077925759784,,,,,,,,,,,,0.02049106182367355,,,,0.09349472771660235,0.04712075212162888,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,-0.0024120602841777306,,,,0.0985002364655652,0.058533110975612125,,,,,,,,,,,,2006-02,1
2006-02-28,QQQ,0,0.020910410633762977,0.004378743403429072,5.0,0.016531667230333905,-0.021428585848486503,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.023984775285399773,,,,0.15106875766809208,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0026110131483995103,,,,0.13400231341882002,0.08183740683862625,,,,,,,,,,,,0.01286694912989117,,,,0.0630454260327715,0.027654085269173442,,,,,,,,,,,,-0.001753497155681294,,,,0.03511859769811975,0.016684209619119747,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.03668380476390287,,,,0.25010069861423,0.16230077925759784,,,,,,,,,,,,0.02049106182367355,,,,0.09349472771660235,0.04712075212162888,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,-0.0024120602841777306,,,,0.0985002364655652,0.058533110975612125,,,,,,,,,,,,2006-02,1
2006-02-28,SPY,0,0.016503841862215207,-2.7825368118697402e-05,6.0,0.016531667230333905,0.005725710861597122,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0024120602841777306,,,,0.0985002364655652,,,,,,,,1.0,-0.023984775285399773,,,,0.15106875766809208,0.09216733432432014,,,,,,,,,,,,-0.0026110131483995103,,,,0.13400231341882002,0.08183740683862625,,,,,,,,,,,,0.01286694912989117,,,,0.0630454260327715,0.027654085269173442,,,,,,,,,,,,-0.001753497155681294,,,,0.03511859769811975,0.016684209619119747,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.03668380476390287,,,,0.25010069861423,0.16230077925759784,,,,,,,,,,,,0.02049106182367355,,,,0.09349472771660235,0.04712075212162888,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,,,,,,,,,,,,,,,,,,2006-02,1
2006-02-28,TLT,0,-0.04569944886057398,-0.06223111609090788,8.0,0.016531667230333905,0.011079416778562168,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.01286694912989117,,,,0.0630454260327715,,,,,,,,,-0.023984775285399773,,,,0.15106875766809208,0.09216733432432014,,,,,,,,,,,,-0.0026110131483995103,,,,0.13400231341882002,0.08183740683862625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001753497155681294,,,,0.03511859769811975,0.016684209619119747,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.03668380476390287,,,,0.25010069861423,0.16230077925759784,,,,,,,,,,,,0.02049106182367355,,,,0.09349472771660235,0.04712075212162888,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,-0.0024120602841777306,,,,0.0985002364655652,0.058533110975612125,,,,,,,,,,,,2006-02,1
2006-02-28,VNQ,1,0.047151369713893,0.030619702483559094,2.0,0.016531667230333905,0.018578205029636363,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.02049106182367355,,,,0.09349472771660235,,,,,,,,,-0.023984775285399773,,,,0.15106875766809208,0.09216733432432014,,,,,,,,,,,,-0.0026110131483995103,,,,0.13400231341882002,0.08183740683862625,,,,,,,,,,,,0.01286694912989117,,,,0.0630454260327715,0.027654085269173442,,,,,,,,,,,,-0.001753497155681294,,,,0.03511859769811975,0.016684209619119747,,,,,,,,,,,,0.007909376564099624,,,,0.2506697109654291,0.166309286180904,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.03668380476390287,,,,0.25010069861423,0.16230077925759784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.34,0.3699999999999992,,4.55,0.03000000000000025,,4.69,0.1800000000000006,,-0.14,-0.15000000000000002,,4.52,0.09999999999999964,,4.51,0.16999999999999993,,-0.0024120602841777306,,,,0.0985002364655652,0.058533110975612125,,,,,,,,,,,,2006-02,1
2006-03-31,EEM,1,0.06515150314005558,0.048725808099402135,2.0,0.016425695040653443,0.021672226454860777,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.006622667283402217,,,,0.2529291298503687,,,,,,,,,0.006462559511391408,,,,0.12319561297339449,0.05896328075334292,,,,,,,,,,,,0.03468983436290696,,,,0.1463878405551182,0.0740595627282329,,,,,,,,,,,,-0.03316637326049032,,,,0.07997117472118118,0.04954168855345372,,,,,,,,,,,,-0.007662483196498204,,,,0.04845349296395866,0.02436014598944071,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04235745052219375,,,,0.17664140775141696,0.09284766906211475,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,5.0,0.5,,4.52,0.019999999999999574,,0.007623710313057863,,,,0.07817639616725443,0.03815401799864775,,,,,,,,,,,,2006-03,2
2006-03-31,GLD,1,0.12030977706278279,0.10388408202212934,1.0,0.016425695040653443,0.03620472249591011,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.023968924135059133,,,,0.18490163761668268,,,,,,,,,0.006462559511391408,,,,0.12319561297339449,0.05896328075334292,,,,,,,,,,,,0.03468983436290696,,,,0.1463878405551182,0.0740595627282329,,,,,,,,,,,,-0.03316637326049032,,,,0.07997117472118118,0.04954168855345372,,,,,,,,,,,,-0.007662483196498204,,,,0.04845349296395866,0.02436014598944071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622667283402217,,,,0.2529291298503687,0.15597007512308636,,,,,,,,,,,,0.04235745052219375,,,,0.17664140775141696,0.09284766906211475,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,5.0,0.5,,4.52,0.019999999999999574,,0.007623710313057863,,,,0.07817639616725443,0.03815401799864775,,,,,,,,,,,,2006-03,2
2006-03-31,IEF,0,-0.006272732819807114,-0.022698427860460557,6.0,0.016425695040653443,-0.013578051410000458,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.007662483196498204,,,,0.04845349296395866,,,,,,,,,0.006462559511391408,,,,0.12319561297339449,0.05896328075334292,,,,,,,,,,,,0.03468983436290696,,,,0.1463878405551182,0.0740595627282329,,,,,,,,,,,,-0.03316637326049032,,,,0.07997117472118118,0.04954168855345372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622667283402217,,,,0.2529291298503687,0.15597007512308636,,,,,,,,,,,,0.04235745052219375,,,,0.17664140775141696,0.09284766906211475,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,5.0,0.5,,4.52,0.019999999999999574,,0.007623710313057863,,,,0.07817639616725443,0.03815401799864775,,,,,,,,,,,,2006-03,2
2006-03-31,IWM,0,0.0030276685359660327,-0.01339802650468741,4.0,0.016425695040653443,0.0490882669526036,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.03468983436290696,,,,0.1463878405551182,,,,,,,,,0.006462559511391408,,,,0.12319561297339449,0.05896328075334292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03316637326049032,,,,0.07997117472118118,0.04954168855345372,,,,,,,,,,,,-0.007662483196498204,,,,0.04845349296395866,0.02436014598944071,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622667283402217,,,,0.2529291298503687,0.15597007512308636,,,,,,,,,,,,0.04235745052219375,,,,0.17664140775141696,0.09284766906211475,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,5.0,0.5,,4.52,0.019999999999999574,,0.007623710313057863,,,,0.07817639616725443,0.03815401799864775,,,,,,,,,,,,2006-03,2
2006-03-31,QQQ,0,-0.001908110965889609,-0.018333806006543052,5.0,0.016425695040653443,0.020910410633762977,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.006462559511391408,,,,0.12319561297339449,,,,,,,,,,,,,,,,,,,,,,,,,,0.03468983436290696,,,,0.1463878405551182,0.0740595627282329,,,,,,,,,,,,-0.03316637326049032,,,,0.07997117472118118,0.04954168855345372,,,,,,,,,,,,-0.007662483196498204,,,,0.04845349296395866,0.02436014598944071,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622667283402217,,,,0.2529291298503687,0.15597007512308636,,,,,,,,,,,,0.04235745052219375,,,,0.17664140775141696,0.09284766906211475,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,5.0,0.5,,4.52,0.019999999999999574,,0.007623710313057863,,,,0.07817639616725443,0.03815401799864775,,,,,,,,,,,,2006-03,2
2006-03-31,SPY,1,0.012632182328803143,-0.0037935127118503,3.0,0.016425695040653443,0.016503841862215207,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.007623710313057863,,,,0.07817639616725443,,,,,,,,1.0,0.006462559511391408,,,,0.12319561297339449,0.05896328075334292,,,,,,,,,,,,0.03468983436290696,,,,0.1463878405551182,0.0740595627282329,,,,,,,,,,,,-0.03316637326049032,,,,0.07997117472118118,0.04954168855345372,,,,,,,,,,,,-0.007662483196498204,,,,0.04845349296395866,0.02436014598944071,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622667283402217,,,,0.2529291298503687,0.15597007512308636,,,,,,,,,,,,0.04235745052219375,,,,0.17664140775141696,0.09284766906211475,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,5.0,0.5,,4.52,0.019999999999999574,,,,,,,,,,,,,,,,,,,2006-03,2
2006-03-31,TLT,0,-0.027523802313177748,-0.04394949735383119,7.0,0.016425695040653443,-0.04569944886057398,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.03316637326049032,,,,0.07997117472118118,,,,,,,,,0.006462559511391408,,,,0.12319561297339449,0.05896328075334292,,,,,,,,,,,,0.03468983436290696,,,,0.1463878405551182,0.0740595627282329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007662483196498204,,,,0.04845349296395866,0.02436014598944071,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622667283402217,,,,0.2529291298503687,0.15597007512308636,,,,,,,,,,,,0.04235745052219375,,,,0.17664140775141696,0.09284766906211475,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,5.0,0.5,,4.52,0.019999999999999574,,0.007623710313057863,,,,0.07817639616725443,0.03815401799864775,,,,,,,,,,,,2006-03,2
2006-03-31,VNQ,0,-0.034010924643505525,-0.05043661968415897,8.0,0.016425695040653443,0.047151369713893,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.04235745052219375,,,,0.17664140775141696,,,,,,,,,0.006462559511391408,,,,0.12319561297339449,0.05896328075334292,,,,,,,,,,,,0.03468983436290696,,,,0.1463878405551182,0.0740595627282329,,,,,,,,,,,,-0.03316637326049032,,,,0.07997117472118118,0.04954168855345372,,,,,,,,,,,,-0.007662483196498204,,,,0.04845349296395866,0.02436014598944071,,,,,,,,,,,,0.023968924135059133,,,,0.18490163761668268,0.09064883160494346,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.006622667283402217,,,,0.2529291298503687,0.15597007512308636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39,-0.33000000000000007,,4.86,0.22000000000000064,,4.82,0.10000000000000053,,0.04,0.12,,5.0,0.5,,4.52,0.019999999999999574,,0.007623710313057863,,,,0.07817639616725443,0.03815401799864775,,,,,,,,,,,,2006-03,2
2006-04-30,EEM,0,-0.11142721071821937,-0.07218475960201164,8.0,-0.039242451116207736,0.06515150314005558,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.06893091495443704,0.04831508148555641,,,0.21136178483592186,0.2431765685681466,,0.1399157091356633,,,,-0.9656671984392443,,-0.001669318370884798,-0.00547718391104246,,,0.12079784916304197,0.0668795701283224,0.1332663654150538,0.07453718462686347,,,-0.020594688645911963,,,0.008045370544677244,,,0.01700948969498465,0.0039522053879408325,0.04951708189209514,,,0.15567516832669306,0.08601894224638493,0.14803331510087112,0.07960898319891531,,,-0.013720018031795345,,,0.033764719523272646,,,0.3506623301509338,-0.03463637597100644,-0.06002445495621844,,,0.07962076908678714,0.06218254298118846,0.07605028461344909,0.049598448778512993,,,-0.07267649055165748,,,-0.041999727644436935,,,-0.12940433900579176,-0.008459191073813432,-0.021484450951058442,,,0.04637742652719953,0.0317060015890043,0.04345478449053431,0.025134552380154628,,,-0.021298123375050326,,,-0.01064307970699796,,,-1.2389856474512906,0.14052911662786904,0.1700520418504443,,,0.32042737349913325,0.17548737310916016,0.2523396951547465,0.14740538077046186,,,0.0,,,0.13923632840229594,,,1.5122664044058338,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04595062131248151,0.032264246153537846,,,0.15446542830071344,0.09300443825533974,0.14362727711708706,0.07862822942137902,,,-0.052919372632748485,,,0.0022422848865966127,,,-0.14887877610403102,,,,,,,,,11.59,0.6400000000000006,,5.07,0.2600000000000007,,4.87,0.04999999999999982,,0.2,0.21000000000000002,,4.86,0.16999999999999993,,4.65,0.14000000000000057,,0.011074624298688995,0.026861662734362746,,,0.08280948095145609,0.04506132058200467,0.08723092269031708,0.04794625861189837,,,0.0,,,0.020017647063213406,,,-0.2333400716900983,2006-04,3
2006-04-30,GLD,1,-0.013212367941959902,0.026030083174247834,3.0,-0.039242451116207736,0.12030977706278279,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.14052911662786904,0.1700520418504443,,,0.32042737349913325,0.2523396951547465,,0.14740538077046186,,,,1.5122664044058338,,-0.001669318370884798,-0.00547718391104246,,,0.12079784916304197,0.0668795701283224,0.1332663654150538,0.07453718462686347,,,-0.020594688645911963,,,0.008045370544677244,,,0.01700948969498465,0.0039522053879408325,0.04951708189209514,,,0.15567516832669306,0.08601894224638493,0.14803331510087112,0.07960898319891531,,,-0.013720018031795345,,,0.033764719523272646,,,0.3506623301509338,-0.03463637597100644,-0.06002445495621844,,,0.07962076908678714,0.06218254298118846,0.07605028461344909,0.049598448778512993,,,-0.07267649055165748,,,-0.041999727644436935,,,-0.12940433900579176,-0.008459191073813432,-0.021484450951058442,,,0.04637742652719953,0.0317060015890043,0.04345478449053431,0.025134552380154628,,,-0.021298123375050326,,,-0.01064307970699796,,,-1.2389856474512906,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.06893091495443704,0.04831508148555641,,,0.21136178483592186,0.09197052882475863,0.2431765685681466,0.1399157091356633,,,-0.013564091068503537,,,0.06083481819880654,,,-0.9656671984392443,-0.04595062131248151,0.032264246153537846,,,0.15446542830071344,0.09300443825533974,0.14362727711708706,0.07862822942137902,,,-0.052919372632748485,,,0.0022422848865966127,,,-0.14887877610403102,,,,,,,,,11.59,0.6400000000000006,,5.07,0.2600000000000007,,4.87,0.04999999999999982,,0.2,0.21000000000000002,,4.86,0.16999999999999993,,4.65,0.14000000000000057,,0.011074624298688995,0.026861662734362746,,,0.08280948095145609,0.04506132058200467,0.08723092269031708,0.04794625861189837,,,0.0,,,0.020017647063213406,,,-0.2333400716900983,2006-04,3
2006-04-30,IEF,1,-0.0010675050398677444,0.03817494607633999,1.0,-0.039242451116207736,-0.006272732819807114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.008459191073813432,-0.021484450951058442,,,0.04637742652719953,0.04345478449053431,,0.025134552380154628,,,,-1.2389856474512906,,-0.001669318370884798,-0.00547718391104246,,,0.12079784916304197,0.0668795701283224,0.1332663654150538,0.07453718462686347,,,-0.020594688645911963,,,0.008045370544677244,,,0.01700948969498465,0.0039522053879408325,0.04951708189209514,,,0.15567516832669306,0.08601894224638493,0.14803331510087112,0.07960898319891531,,,-0.013720018031795345,,,0.033764719523272646,,,0.3506623301509338,-0.03463637597100644,-0.06002445495621844,,,0.07962076908678714,0.06218254298118846,0.07605028461344909,0.049598448778512993,,,-0.07267649055165748,,,-0.041999727644436935,,,-0.12940433900579176,,,,,,,,,,,,,,,,,,0.14052911662786904,0.1700520418504443,,,0.32042737349913325,0.17548737310916016,0.2523396951547465,0.14740538077046186,,,0.0,,,0.13923632840229594,,,1.5122664044058338,,,,,,0.0,,0.0,,,,,,,,,,0.06893091495443704,0.04831508148555641,,,0.21136178483592186,0.09197052882475863,0.2431765685681466,0.1399157091356633,,,-0.013564091068503537,,,0.06083481819880654,,,-0.9656671984392443,-0.04595062131248151,0.032264246153537846,,,0.15446542830071344,0.09300443825533974,0.14362727711708706,0.07862822942137902,,,-0.052919372632748485,,,0.0022422848865966127,,,-0.14887877610403102,,,,,,,,,11.59,0.6400000000000006,,5.07,0.2600000000000007,,4.87,0.04999999999999982,,0.2,0.21000000000000002,,4.86,0.16999999999999993,,4.65,0.14000000000000057,,0.011074624298688995,0.026861662734362746,,,0.08280948095145609,0.04506132058200467,0.08723092269031708,0.04794625861189837,,,0.0,,,0.020017647063213406,,,-0.2333400716900983,2006-04,3
2006-04-30,IWM,0,-0.05682396679434676,-0.017581515678139023,6.0,-0.039242451116207736,0.0030276685359660327,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0039522053879408325,0.04951708189209514,,,0.15567516832669306,0.14803331510087112,,0.07960898319891531,,,,0.3506623301509338,,-0.001669318370884798,-0.00547718391104246,,,0.12079784916304197,0.0668795701283224,0.1332663654150538,0.07453718462686347,,,-0.020594688645911963,,,0.008045370544677244,,,0.01700948969498465,,,,,,,,,,,,,,,,,,-0.03463637597100644,-0.06002445495621844,,,0.07962076908678714,0.06218254298118846,0.07605028461344909,0.049598448778512993,,,-0.07267649055165748,,,-0.041999727644436935,,,-0.12940433900579176,-0.008459191073813432,-0.021484450951058442,,,0.04637742652719953,0.0317060015890043,0.04345478449053431,0.025134552380154628,,,-0.021298123375050326,,,-0.01064307970699796,,,-1.2389856474512906,0.14052911662786904,0.1700520418504443,,,0.32042737349913325,0.17548737310916016,0.2523396951547465,0.14740538077046186,,,0.0,,,0.13923632840229594,,,1.5122664044058338,,,,,,0.0,,0.0,,,,,,,,,,0.06893091495443704,0.04831508148555641,,,0.21136178483592186,0.09197052882475863,0.2431765685681466,0.1399157091356633,,,-0.013564091068503537,,,0.06083481819880654,,,-0.9656671984392443,-0.04595062131248151,0.032264246153537846,,,0.15446542830071344,0.09300443825533974,0.14362727711708706,0.07862822942137902,,,-0.052919372632748485,,,0.0022422848865966127,,,-0.14887877610403102,,,,,,,,,11.59,0.6400000000000006,,5.07,0.2600000000000007,,4.87,0.04999999999999982,,0.2,0.21000000000000002,,4.86,0.16999999999999993,,4.65,0.14000000000000057,,0.011074624298688995,0.026861662734362746,,,0.08280948095145609,0.04506132058200467,0.08723092269031708,0.04794625861189837,,,0.0,,,0.020017647063213406,,,-0.2333400716900983,2006-04,3
