trial,params,mean_test_score,std_test_score,fold_scores,mean_best_iteration,max_best_iteration,fold_best_iterations,early_stopping_rounds,errors
11,"{""colsample_bylevel"": 0.662172510502637, ""colsample_bytree"": 0.5171483750853704, ""gamma"": 0.0017580991546710062, ""learning_rate"": 0.13523639205509957, ""max_bin"": 512, ""max_delta_step"": 0, ""max_depth"": 4, ""min_child_weight"": 1.168085424045463, ""n_estimators"": 1372, ""reg_alpha"": 10.595320121534543, ""reg_lambda"": 0.05286197745891297, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7378349514169507}",0.296607728368583,0.05495606667044075,"[0.3490907974814634, 0.2315502794111722, 0.25281192133306263, 0.387143743748721, 0.26476716082256657, 0.2942824674145123]",67.16666666666667,224.0,"[3, 5, 224, 72, 65, 34]",75,
12,"{""colsample_bylevel"": 0.6110539052353652, ""colsample_bytree"": 0.5159259520335255, ""gamma"": 0.0013406744164904717, ""learning_rate"": 0.1573629562070429, ""max_bin"": 501, ""max_delta_step"": 0, ""max_depth"": 5, ""min_child_weight"": 0.7312786254375145, ""n_estimators"": 1920, ""reg_alpha"": 0.0005989738984998027, ""reg_lambda"": 0.3609009370851272, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7737618276515735}",0.3022273811609058,0.03324645124148646,"[0.30718064167880554, 0.25891182507602334, 0.26605601584956684, 0.3591810151235013, 0.3075121008362195, 0.31452268840131836]",25.5,60.0,"[11, 6, 50, 60, 9, 17]",75,
13,"{""colsample_bylevel"": 0.6504391549083848, ""colsample_bytree"": 0.6066622719076072, ""gamma"": 1.7077557714466063e-05, ""learning_rate"": 0.03880708051102493, ""max_bin"": 769, ""max_delta_step"": 5, ""max_depth"": 7, ""min_child_weight"": 0.06380702822235979, ""n_estimators"": 2159, ""reg_alpha"": 22.796134031070487, ""reg_lambda"": 0.34037350450283677, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.7889205624927114}",0.2796250364336931,0.045104846492238615,"[0.3119471947194719, 0.23208128534238784, 0.2045646838639423, 0.3287444178205107, 0.30215623966692057, 0.2982563971889249]",65.5,333.0,"[1, 5, 29, 13, 333, 12]",75,
14,"{""colsample_bylevel"": 0.7238915822865458, ""colsample_bytree"": 0.7540911989892304, ""gamma"": 0.05427500042108002, ""learning_rate"": 0.00421298917611846, ""max_bin"": 311, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 10.77116202038528, ""n_estimators"": 2727, ""reg_alpha"": 0.01959315802074713, ""reg_lambda"": 131.3564823943213, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.7910986078336414}",0.2496652042600822,0.04337138975088484,"[0.3051827929361549, 0.23040938862095323, 0.16668117562616822, 0.2732520405795658, 0.25338549595544085, 0.26908033184221025]",38.666666666666664,144.0,"[14, 9, 144, 3, 46, 16]",75,
15,"{""colsample_bylevel"": 0.5451448850272042, ""colsample_bytree"": 0.9094163725740809, ""gamma"": 0.0010501342215299414, ""learning_rate"": 0.006566198327932477, ""max_bin"": 476, ""max_delta_step"": 3, ""max_depth"": 5, ""min_child_weight"": 0.5538363367082081, ""n_estimators"": 2355, ""reg_alpha"": 1.3065162102672634e-05, ""reg_lambda"": 3.0170302300548144, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7068996942812783}",0.2964703918540567,0.05085849695461007,"[0.33125634723267927, 0.2286348109678932, 0.27600973825158515, 0.3766576045260375, 0.2477530137341896, 0.3185108364119556]",46.833333333333336,170.0,"[10, 33, 9, 37, 22, 170]",75,
16,"{""colsample_bylevel"": 0.5480882755457104, ""colsample_bytree"": 0.9672877954692822, ""gamma"": 0.0031997292421062605, ""learning_rate"": 0.02639079472154304, ""max_bin"": 999, ""max_delta_step"": 0, ""max_depth"": 4, ""min_child_weight"": 0.6191380787064853, ""n_estimators"": 2920, ""reg_alpha"": 0.00029073769646075924, ""reg_lambda"": 3.8163681475937947, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.6660737324718201}",0.3108693615058872,0.06771176152673336,"[0.37889095742816137, 0.2475110017683546, 0.23075249679891377, 0.4043732606795053, 0.25975218817158874, 0.3439362641887993]",59.333333333333336,183.0,"[12, 121, 8, 23, 9, 183]",75,
17,"{""colsample_bylevel"": 0.8299920230170895, ""colsample_bytree"": 0.8994722101106687, ""gamma"": 0.03150191588283652, ""learning_rate"": 0.02774313749388937, ""max_bin"": 129, ""max_delta_step"": 0, ""max_depth"": 9, ""min_child_weight"": 61.98540447218702, ""n_estimators"": 852, ""reg_alpha"": 20.087523606336816, ""reg_lambda"": 7.949513254881612, ""scale_pos_weight"": 1.0, ""subsample"": 0.6754921086664819}",0.24527427896660273,0.03656022828079702,"[0.2, 0.23568602438441288, 0.2, 0.294815803303707, 0.27743276219077656, 0.2637110839207199]",68.5,364.0,"[1, 5, 1, 5, 364, 35]",75,
18,"{""colsample_bylevel"": 0.8501789149863856, ""colsample_bytree"": 0.9156636282310683, ""gamma"": 2.4872821269855114, ""learning_rate"": 0.01640239111974583, ""max_bin"": 800, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 49.757297681345996, ""n_estimators"": 1843, ""reg_alpha"": 19.49302858678736, ""reg_lambda"": 6.420921747578232, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7175272449527844}",0.282494766288735,0.04179788892252651,"[0.2873527988401005, 0.25491522572811987, 0.20892411082797976, 0.31271657111595713, 0.29114240171020034, 0.3399174895100522]",45.833333333333336,187.0,"[2, 59, 1, 187, 23, 3]",75,
19,"{""colsample_bylevel"": 0.9700667212288892, ""colsample_bytree"": 0.9855151102154245, ""gamma"": 0.0006151691928206576, ""learning_rate"": 0.010816258767857679, ""max_bin"": 833, ""max_delta_step"": 3, ""max_depth"": 9, ""min_child_weight"": 76.79466181162144, ""n_estimators"": 560, ""reg_alpha"": 1.338220089629709e-05, ""reg_lambda"": 2.6079444645158505, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8744229659134582}",0.2723700990549265,0.042883314987868335,"[0.2278845053064747, 0.2965900232495985, 0.19835259378490444, 0.3059396008268386, 0.30586714764428596, 0.2995867235174565]",104.16666666666667,250.0,"[13, 12, 230, 31, 250, 89]",75,
20,"{""colsample_bylevel"": 0.6540303959261946, ""colsample_bytree"": 0.7483971268051947, ""gamma"": 0.0160713648454394, ""learning_rate"": 0.04342440527076987, ""max_bin"": 149, ""max_delta_step"": 10, ""max_depth"": 4, ""min_child_weight"": 36.07399138588821, ""n_estimators"": 2474, ""reg_alpha"": 3.6616693499679793, ""reg_lambda"": 2.797049319268993, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7716329622184888}",0.2666317109484384,0.03037283647856352,"[0.28824820697829845, 0.23859997708955127, 0.2197609616038665, 0.281088122605364, 0.2623580920353861, 0.3097349053781641]",41.833333333333336,131.0,"[6, 4, 131, 1, 11, 98]",75,
21,"{""colsample_bylevel"": 0.5976214938990223, ""colsample_bytree"": 0.847348663393828, ""gamma"": 0.0005876991704424593, ""learning_rate"": 0.003322548724017647, ""max_bin"": 176, ""max_delta_step"": 0, ""max_depth"": 5, ""min_child_weight"": 51.5599096104551, ""n_estimators"": 2924, ""reg_alpha"": 0.0009055707630309606, ""reg_lambda"": 59.018184750758984, ""scale_pos_weight"": 1.0, ""subsample"": 0.978882331160779}",0.25134535358589233,0.04148078453161118,"[0.24334626300851464, 0.2268788611918693, 0.19529894588014732, 0.3000446531928964, 0.2302883531397006, 0.31221504510222564]",22.166666666666668,87.0,"[1, 16, 3, 14, 12, 87]",75,
22,"{""colsample_bylevel"": 0.6653751523352569, ""colsample_bytree"": 0.7540207317595196, ""gamma"": 0.04036751492680974, ""learning_rate"": 0.18414358725647734, ""max_bin"": 243, ""max_delta_step"": 10, ""max_depth"": 6, ""min_child_weight"": 0.2044898960464832, ""n_estimators"": 1584, ""reg_alpha"": 0.0016536897559229567, ""reg_lambda"": 0.19423023532990866, ""scale_pos_weight"": 1.0, ""subsample"": 0.7276111600642625}",0.3036057211456262,0.05989437119264336,"[0.3558592178731739, 0.24175179890565848, 0.23183933007240143, 0.3665778924253634, 0.25949925474318325, 0.36610683285397616]",57.833333333333336,147.0,"[4, 71, 8, 106, 147, 11]",75,
23,"{""colsample_bylevel"": 0.9221065703631557, ""colsample_bytree"": 0.9615092591459575, ""gamma"": 2.7777563729579908e-05, ""learning_rate"": 0.007213896879638013, ""max_bin"": 981, ""max_delta_step"": 1, ""max_depth"": 8, ""min_child_weight"": 2.289604136741225, ""n_estimators"": 1809, ""reg_alpha"": 0.001810736890590614, ""reg_lambda"": 44.65784751862212, ""scale_pos_weight"": 1.0, ""subsample"": 0.8661178377941992}",0.26859590232018776,0.04826501352232707,"[0.27089508322465755, 0.22858811335011028, 0.22412088801983418, 0.30405953377904454, 0.22853632294738807, 0.35537547260009206]",9.0,22.0,"[1, 2, 1, 22, 6, 22]",75,
24,"{""colsample_bylevel"": 0.6797455756098776, ""colsample_bytree"": 0.6114755143454713, ""gamma"": 1.2583716283857174, ""learning_rate"": 0.09009364469147135, ""max_bin"": 535, ""max_delta_step"": 10, ""max_depth"": 5, ""min_child_weight"": 2.1745650440543436, ""n_estimators"": 435, ""reg_alpha"": 3.8731672660205505, ""reg_lambda"": 9.098575492354788, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9081067012462456}",0.28171010769455296,0.05645781849227688,"[0.28926782076911417, 0.23952675565752773, 0.23499492690881363, 0.3956023301553909, 0.23710761658673962, 0.2937611960897316]",40.0,183.0,"[3, 183, 9, 35, 2, 8]",75,
25,"{""colsample_bylevel"": 0.9450026709087831, ""colsample_bytree"": 0.6358973362683447, ""gamma"": 0.0023257308326956718, ""learning_rate"": 0.004451800934310225, ""max_bin"": 854, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 0.15694299878920226, ""n_estimators"": 1548, ""reg_alpha"": 7.456491283032305, ""reg_lambda"": 49.05702306686118, ""scale_pos_weight"": 1.0, ""subsample"": 0.5668066849371465}",0.2701214437124226,0.032230065917822105,"[0.27972334926232045, 0.23378855528043038, 0.21799519594923525, 0.2956620521712715, 0.2929334555843506, 0.30062605402692744]",135.0,448.0,"[6, 48, 4, 30, 448, 274]",75,
26,"{""colsample_bylevel"": 0.9113002803298291, ""colsample_bytree"": 0.6481048527761946, ""gamma"": 6.318472526785899e-05, ""learning_rate"": 0.026893374625145308, ""max_bin"": 180, ""max_delta_step"": 5, ""max_depth"": 5, ""min_child_weight"": 61.90884224823669, ""n_estimators"": 1526, ""reg_alpha"": 3.9576032587090004e-05, ""reg_lambda"": 0.07562643275050987, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.793285804724548}",0.26833398812637305,0.05078276410515643,"[0.2754419304524155, 0.22980921648183303, 0.18089570571025987, 0.333077976799735, 0.3132418574335049, 0.27753724188048984]",24.333333333333332,88.0,"[33, 3, 88, 9, 7, 6]",75,
27,"{""colsample_bylevel"": 0.8187149507491033, ""colsample_bytree"": 0.8493502335474639, ""gamma"": 14.088774694848482, ""learning_rate"": 0.026230463993420702, ""max_bin"": 797, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 0.9480691701153414, ""n_estimators"": 2210, ""reg_alpha"": 0.01182496720464275, ""reg_lambda"": 0.09370706929803334, ""scale_pos_weight"": 1.0, ""subsample"": 0.6329501534491165}",0.2651379904595211,0.036089429213238614,"[0.3154053788838133, 0.24716344932785486, 0.2, 0.28925319526616805, 0.2766506908137129, 0.262355228465577]",48.833333333333336,179.0,"[179, 35, 1, 29, 36, 13]",75,
28,"{""colsample_bylevel"": 0.5404364833085988, ""colsample_bytree"": 0.6855729612170594, ""gamma"": 0.21790065049215906, ""learning_rate"": 0.003830549353438608, ""max_bin"": 761, ""max_delta_step"": 0, ""max_depth"": 8, ""min_child_weight"": 0.31679496819229835, ""n_estimators"": 1541, ""reg_alpha"": 1.005012489597678, ""reg_lambda"": 9.875437283168525, ""scale_pos_weight"": 1.0, ""subsample"": 0.8372217672295077}",0.2594414068497285,0.0449502612916868,"[0.31813506879963477, 0.22576498075827486, 0.19527456607404683, 0.30564492218995365, 0.2307442191928541, 0.28108468408360676]",30.833333333333332,144.0,"[1, 144, 14, 3, 3, 20]",75,
29,"{""colsample_bylevel"": 0.7583481287132834, ""colsample_bytree"": 0.8114112306750918, ""gamma"": 0.005561449562041001, ""learning_rate"": 0.06436449192871452, ""max_bin"": 203, ""max_delta_step"": 1, ""max_depth"": 9, ""min_child_weight"": 0.16117298799807434, ""n_estimators"": 1643, ""reg_alpha"": 2.099029267536889e-05, ""reg_lambda"": 0.0692769866023702, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.9907797378796789}",0.3108978041728801,0.04982794447848442,"[0.3102330284509538, 0.2579197823802336, 0.2637751812732854, 0.349453673896611, 0.2852235305288837, 0.3987816285073129]",43.0,171.0,"[3, 2, 2, 74, 171, 6]",75,
30,"{""colsample_bylevel"": 0.5876651349446693, ""colsample_bytree"": 0.45943860600746267, ""gamma"": 0.6456276582164783, ""learning_rate"": 0.08889081472875261, ""max_bin"": 739, ""max_delta_step"": 0, ""max_depth"": 7, ""min_child_weight"": 1.2276731090681963, ""n_estimators"": 2470, ""reg_alpha"": 2.169763850746892e-05, ""reg_lambda"": 99.83085749193158, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.6674021305037713}",0.2826237697493283,0.04258036793752364,"[0.2620664607956344, 0.24144786425473364, 0.22338375318762713, 0.30920480368491077, 0.33651292050020265, 0.32312681607286126]",56.5,171.0,"[10, 12, 9, 54, 171, 83]",75,
31,"{""colsample_bylevel"": 0.5076522701451924, ""colsample_bytree"": 0.9633899694437156, ""gamma"": 0.014357120239556615, ""learning_rate"": 0.02889991048208183, ""max_bin"": 643, ""max_delta_step"": 1, ""max_depth"": 2, ""min_child_weight"": 30.03166676206166, ""n_estimators"": 2607, ""reg_alpha"": 38.16029206481331, ""reg_lambda"": 5.011451131742901, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.80801516875237}",0.2597368896169889,0.041422321910246515,"[0.2351470426148982, 0.2527868972876025, 0.1945168067226891, 0.32013237273963124, 0.301150873368163, 0.25468734496894924]",57.0,254.0,"[38, 15, 1, 30, 254, 4]",75,
32,"{""colsample_bylevel"": 0.5642501766169551, ""colsample_bytree"": 0.8961622972048017, ""gamma"": 1.482087868083021, ""learning_rate"": 0.041569814863247005, ""max_bin"": 704, ""max_delta_step"": 0, ""max_depth"": 9, ""min_child_weight"": 39.7944115934652, ""n_estimators"": 684, ""reg_alpha"": 3.058645228002248e-05, ""reg_lambda"": 0.11204367237252871, ""scale_pos_weight"": 1.994436706886879, ""subsample"": 0.5675334095396052}",0.26815451740534585,0.04589005331864565,"[0.25335913303961227, 0.22112542520915693, 0.21083916558435073, 0.3415335910733088, 0.30665830200048294, 0.2754114875251631]",45.5,191.0,"[44, 1, 4, 191, 20, 13]",75,
33,"{""colsample_bylevel"": 0.8091269421689464, ""colsample_bytree"": 0.6351048181887996, ""gamma"": 0.13543409011370602, ""learning_rate"": 0.015137338421003736, ""max_bin"": 729, ""max_delta_step"": 1, ""max_depth"": 4, ""min_child_weight"": 0.4000060135376732, ""n_estimators"": 1225, ""reg_alpha"": 0.7536334347080961, ""reg_lambda"": 7.689189157570699, ""scale_pos_weight"": 1.0, ""subsample"": 0.5676338470040408}",0.2844528195337796,0.040545845238997805,"[0.33886846586989017, 0.2315427854530635, 0.23074008549677982, 0.3107538094974508, 0.287636151040352, 0.3071756198451413]",33.5,109.0,"[2, 53, 5, 21, 109, 11]",75,
34,"{""colsample_bylevel"": 0.7089730158577894, ""colsample_bytree"": 0.9821693033361361, ""gamma"": 0.028365292944296, ""learning_rate"": 0.017762071253787808, ""max_bin"": 319, ""max_delta_step"": 3, ""max_depth"": 2, ""min_child_weight"": 11.047326696686982, ""n_estimators"": 1971, ""reg_alpha"": 0.004019079533739869, ""reg_lambda"": 25.041019854949845, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.9688407965216042}",0.25317544573876477,0.031161604549649693,"[0.2901486065306545, 0.24382396078605093, 0.20067401772531404, 0.27971213871736583, 0.23101812217026713, 0.2736758285029363]",84.5,205.0,"[39, 125, 205, 49, 83, 6]",75,
35,"{""colsample_bylevel"": 0.9292063759215059, ""colsample_bytree"": 0.6859467150562601, ""gamma"": 0.5385935163622407, ""learning_rate"": 0.07134090235033295, ""max_bin"": 1000, ""max_delta_step"": 0, ""max_depth"": 2, ""min_child_weight"": 2.0790226805596155, ""n_estimators"": 2303, ""reg_alpha"": 0.00533736131477238, ""reg_lambda"": 0.5418556370262214, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.7251407554303735}",0.2814273431220509,0.04032210893073363,"[0.28752597078753817, 0.23927784452411066, 0.2247494404218047, 0.34657682052166777, 0.2879950292484593, 0.30243895322872516]",49.666666666666664,77.0,"[66, 18, 77, 59, 27, 51]",75,
36,"{""colsample_bylevel"": 0.5054188257401492, ""colsample_bytree"": 0.9479600870305951, ""gamma"": 3.760106004074087e-05, ""learning_rate"": 0.011468858364579492, ""max_bin"": 845, ""max_delta_step"": 5, ""max_depth"": 4, ""min_child_weight"": 1.899692754725157, ""n_estimators"": 543, ""reg_alpha"": 0.013775857884996356, ""reg_lambda"": 0.5229972565439126, ""scale_pos_weight"": 1.0, ""subsample"": 0.7991663735556104}",0.27704570285267877,0.049967047534646626,"[0.3505409792995987, 0.22936437228109322, 0.21711244757659148, 0.3211173667843164, 0.24273235836845297, 0.3014066928060203]",93.5,310.0,"[110, 43, 1, 67, 30, 310]",75,
37,"{""colsample_bylevel"": 0.6063639475121145, ""colsample_bytree"": 0.9704069985849297, ""gamma"": 0.8374711394601249, ""learning_rate"": 0.004831370398988627, ""max_bin"": 820, ""max_delta_step"": 1, ""max_depth"": 3, ""min_child_weight"": 0.07645311368173051, ""n_estimators"": 1033, ""reg_alpha"": 0.012322916610634763, ""reg_lambda"": 61.04148438714035, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8676241677454126}",0.2827843330076332,0.05460135907227302,"[0.37529087694196456, 0.2368892357934686, 0.22031357407676433, 0.32970095087273843, 0.24939529124696777, 0.28511606911389575]",32.0,69.0,"[4, 57, 38, 16, 8, 69]",75,
38,"{""colsample_bylevel"": 0.9843259719870674, ""colsample_bytree"": 0.8284165055962716, ""gamma"": 1.8781681731577138, ""learning_rate"": 0.11434328462162933, ""max_bin"": 357, ""max_delta_step"": 10, ""max_depth"": 9, ""min_child_weight"": 0.08552860862880603, ""n_estimators"": 1617, ""reg_alpha"": 3.710577138560399e-05, ""reg_lambda"": 0.09861909735474152, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8115874377520521}",0.27085353416060226,0.03140773011646968,"[0.2668601363840504, 0.277781063000956, 0.2195448885991114, 0.3257897152143627, 0.25801638483883127, 0.27712901692630176]",20.666666666666668,73.0,"[7, 18, 73, 6, 16, 4]",75,
39,"{""colsample_bylevel"": 0.9315692609945019, ""colsample_bytree"": 0.9341979827511293, ""gamma"": 0.00030999915135274044, ""learning_rate"": 0.13572871573830023, ""max_bin"": 428, ""max_delta_step"": 5, ""max_depth"": 5, ""min_child_weight"": 0.8026955604772095, ""n_estimators"": 2210, ""reg_alpha"": 2.7544088905379946, ""reg_lambda"": 4.371286682693297, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.6619258694936296}",0.28495739280232624,0.04066773934329607,"[0.27933797345189015, 0.23470621358596716, 0.2544370300645791, 0.36173507826378, 0.2740490984838689, 0.3054789629638721]",26.0,61.0,"[10, 5, 16, 34, 30, 61]",75,
40,"{""colsample_bylevel"": 0.6651262645095493, ""colsample_bytree"": 0.6889485144685492, ""gamma"": 0.00039669706465456767, ""learning_rate"": 0.01645026440100395, ""max_bin"": 765, ""max_delta_step"": 1, ""max_depth"": 5, ""min_child_weight"": 0.12013702251236286, ""n_estimators"": 1228, ""reg_alpha"": 5.748207845960964, ""reg_lambda"": 19.35014281491044, ""scale_pos_weight"": 3.977777777777778, ""subsample"": 0.8125159442937219}",0.2828843922139441,0.05404572283217228,"[0.36982208171013475, 0.23236087230877847, 0.2130643720238745, 0.3198459090255516, 0.2569451984805773, 0.3052679197347482]",27.333333333333332,49.0,"[3, 11, 48, 49, 9, 44]",75,
